463.1474	-2.1	3.4
546.9722	-11.6	3.1
838.1203	-9.2	3.3
954.8943	-22.8	3.8
981.7827	-13.2	3.4
982.7994	-10.5	3.5
1227.0437	10.1	3.2
1312.8518	6.6	3.6
1370.7856	12.9	4
1581.1159	-0.1	3.1
1582.0389	6.8	3.4
1582.141	2.2	2.2
1583.0928	5.4	2.6
1584.1016	9.5	3.7
1585.0836	7	2.8
1586.0007	3.6	4.1
1679.8785	-6.1	3.8
1702.8864	-16.6	3.5
1703.799	-16.4	3.5
1704.817	-17.6	3.9
1705.8413	-25.2	3.5
1706.8599	-15.2	3.3
1972.079	-12.3	3.3
1973.0866	-4.4	4
1974.0539	-12.9	3.7
1981.9815	-18.6	3.6
2002.9627	-20.6	4.1
2003.8865	-9.4	4.3
2008.9501	-15.4	4.4
2062.7707	-23.1	3.8
2094.7553	-4.8	4.1
2100.7605	-6.5	4.1
2128.7361	-7.1	4.1
2334.0902	6.5	4.1
2364.0079	5.9	2.7
2390.9444	5	3.6
2445.782	12.6	3.5
2487.7399	8.6	4.2
