983.8269	-70	3.2
1200.1379	-65.7	3.8
1342.8584	7.6	4.4
1370.829	47	4.2
1409.7466	69.4	4.2
1410.7491	58.6	5.3
1552.1646	26.9	4.1
1581.1701	-38.9	3.3
1680.0254	-127.5	5.8
1974.1614	14.7	4
1982.1528	-18.2	3.3
2003.0227	-40	4.8
2003.9016	-18.8	5.7
2005.1301	-19.1	3.5
2061.8783	-88.3	3.3
2062.8675	-59.7	3.7
2096.7758	-77.7	4.7
2098.848	-82.1	3.8
2128.7664	-54.4	4.4
2162.7239	-31.1	4.7
2308.1725	100.4	3.5
2333.1597	65.8	4.2
2335.1175	57	3.5
2362.994	94	3.4
2364.0802	94.3	3.3
2389.9906	49.2	3.5
2390.9569	48.9	3.6
2445.8265	26.2	3.1
2486.8272	-32	3.2
2488.7709	-9.5	4.3
