1482.024	1975.5	5.5
1500.997	1943.7	5.7
1572.717	1799.5	5.4
1656.661	1944.3	6.6
1856.955	1823.2	5.9
1901.932	1854.8	5.8
1931.824	1903.9	5.2
2193.01	        1862	5.1
2195.01	        1852.7	5.5
2205.951	1853.8	5.3
2222.909	1948.1	5.3
2258.822	1998.8	6.1
2259.878	2005	5.5
2295.803	2097.2	6.7
2297.859	2076.3	7
2307.741	2115.2	5.4
2361.726	2115.7	5.1
2363.702	2115.1	5.2
2384.682	2072.5	5.5
2393.666	2045	6.7
2531.03	        1916.7	5.7
2542.027	1945.3	5.6
2560.979	2016.7	5
2572.001	2014.8	5.3
2589.985	2090.1	5.9
2603.962	2095.4	7.2
2615.867	2114.1	6
2627.828	2109.1	4.8
2665.82	        2069.9	5.5
2667.827	2068.8	6.1
2699.701	1978.5	6.9
2717.703	1941	5.6
2933.013	2086.3	5
2935.001	2066.2	4.6
2965.935	2031	6
2985.961	2001.6	7.2
3023.847	1880.7	7.1
3089.72	        1800.6	7.8
3111.677	1845.3	5.4
3271.031	1940.1	4.1
3289.047	1913.9	4.2
3323.978	1776.1	5.2
3354.815	1709.4	4.9
3356.924	1700.8	4.9
3358.878	1694.5	4.9
3359.926	1682.2	4.7
3400.821	1689.6	5.5
3424.723	1746.7	4.7
3442.692	1760.8	5
3650.05	        1505	4.1
